Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Furniture,Philadelphia,United States,MH-17290,Marc Harrigan,0.4,2018-03-11 0:00,US-2018-141558,19140,FUR-TA-10004086,KI Adjustable-Height Table,-46.4292,3,East,7146,Home Office,2018-03-16 0:00,Standard Class,Pennsylvania,Tables,USD154.76
Technology,Philadelphia,United States,ML-17395,Marina Lichtenstein,0.4,2018-10-22 0:00,CA-2018-156363,19134,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",-6.54,5,East,7263,Corporate,2018-10-28 0:00,Standard Class,Pennsylvania,Phones,USD32.70
Furniture,New York City,United States,NB-18655,Nona Balk,0.4,2017-10-16 0:00,CA-2017-132066,10011,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,-37.9152,1,East,7317,Corporate,2017-10-20 0:00,Standard Class,New York,Tables,USD142.18
Technology,Lancaster,United States,SC-20440,Shaun Chance,0.4,2018-10-26 0:00,CA-2018-115119,17602,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,-13.3341,1,East,7332,Corporate,2018-10-30 0:00,Standard Class,Pennsylvania,Phones,USD61.54
Technology,Lakewood,United States,MG-17650,Matthew Grinstein,0.4,2018-03-16 0:00,CA-2018-152135,44107,TEC-PH-10003505,Geemarc AmpliPOWER60,-81.664,8,East,7353,Home Office,2018-03-18 0:00,Second Class,Ohio,Phones,USD445.44
Technology,Philadelphia,United States,AR-10345,Alex Russell,0.4,2015-12-30 0:00,US-2015-115189,19143,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,-50.3928,6,East,7359,Corporate,2016-01-03 0:00,Second Class,Pennsylvania,Phones,USD251.96
Furniture,Philadelphia,United States,AR-10345,Alex Russell,0.4,2015-12-30 0:00,US-2015-115189,19143,FUR-TA-10004575,Hon 5100 Series Wood Tables,-192.0468,3,East,7360,Corporate,2016-01-03 0:00,Second Class,Pennsylvania,Tables,USD523.76
Technology,Philadelphia,United States,DS-13180,David Smith,0.4,2017-11-28 0:00,CA-2017-127243,19140,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,-73.7061,3,East,7364,Corporate,2017-12-04 0:00,Standard Class,Pennsylvania,Phones,USD340.18
Furniture,New York City,United States,DB-12970,Darren Budd,0.4,2017-12-25 0:00,CA-2017-110975,10024,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",-120.0508,2,East,7396,Corporate,2017-12-30 0:00,Standard Class,New York,Tables,USD313.17
Furniture,Toledo,United States,JS-15880,John Stevenson,0.4,2015-04-08 0:00,CA-2015-121769,43615,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,-94.6605,1,East,7410,Consumer,2015-04-12 0:00,Standard Class,Ohio,Tables,USD172.11
Technology,Philadelphia,United States,SC-20770,Stewart Carmichael,0.4,2017-03-13 0:00,US-2017-114013,19134,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,-116.9805,3,East,7417,Corporate,2017-03-15 0:00,Second Class,Pennsylvania,Phones,USD539.90
Technology,Columbus,United States,JL-15835,John Lee,0.4,2018-07-14 0:00,US-2018-161935,43229,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),-377.9892,9,East,7510,Consumer,2018-07-18 0:00,Standard Class,Ohio,Phones,USD1889.94
Furniture,Marion,United States,DB-13120,David Bremer,0.4,2016-12-27 0:00,CA-2016-101889,43302,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-464.697,9,East,7650,Corporate,2016-12-31 0:00,Standard Class,Ohio,Tables,USD1548.99
Furniture,Philadelphia,United States,JS-15685,Jim Sink,0.4,2017-06-14 0:00,CA-2017-155747,19140,FUR-TA-10003392,Global Adaptabilities Conference Tables,-118.0116,2,East,7880,Corporate,2017-06-21 0:00,Standard Class,Pennsylvania,Tables,USD337.17
Technology,Philadelphia,United States,SP-20860,Sung Pak,0.4,2016-08-16 0:00,US-2016-126753,19134,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,-112.6216,4,East,7971,Corporate,2016-08-20 0:00,Standard Class,Pennsylvania,Phones,USD519.79
Technology,Philadelphia,United States,FP-14320,Frank Preis,0.4,2015-12-09 0:00,CA-2015-138128,19134,TEC-CO-10001766,Canon PC940 Copier,125.9972,4,East,8124,Consumer,2015-12-15 0:00,Standard Class,Pennsylvania,Copiers,USD1079.97
Furniture,Philadelphia,United States,SS-20410,Shahid Shariari,0.4,2016-11-21 0:00,CA-2016-119879,19120,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",-480.2032,8,East,8181,Consumer,2016-11-25 0:00,Standard Class,Pennsylvania,Tables,USD1252.70
Technology,Philadelphia,United States,SS-20410,Shahid Shariari,0.4,2016-11-21 0:00,CA-2016-119879,19120,TEC-PH-10002923,"Logitech B530 USBÿHeadsetÿ-ÿheadsetÿ- Full size, Binaural",-24.0435,5,East,8182,Consumer,2016-11-25 0:00,Standard Class,Pennsylvania,Phones,USD110.97
Technology,Philadelphia,United States,CS-12400,Christopher Schild,0.4,2017-05-10 0:00,CA-2017-133816,19134,TEC-PH-10001795,ClearOne CHATAttach 160 -ÿspeaker phone,-123.998,2,East,8249,Home Office,2017-05-13 0:00,Second Class,Pennsylvania,Phones,USD743.98
Furniture,Philadelphia,United States,BO-11350,Bill Overfelt,0.4,2018-05-03 0:00,CA-2018-132199,19134,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,-112.041,5,East,8354,Corporate,2018-05-08 0:00,Standard Class,Pennsylvania,Tables,USD373.47
Technology,Philadelphia,United States,JB-16045,Julia Barnett,0.4,2017-03-06 0:00,US-2017-155173,19120,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,-71.99,2,East,8443,Home Office,2017-03-10 0:00,Standard Class,Pennsylvania,Phones,USD431.94
Technology,Philadelphia,United States,JB-16045,Julia Barnett,0.4,2017-03-06 0:00,US-2017-155173,19120,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,-12.5103,3,East,8445,Home Office,2017-03-10 0:00,Standard Class,Pennsylvania,Phones,USD68.23
Technology,Columbus,United States,SP-20920,Susan Pistek,0.4,2018-03-16 0:00,CA-2018-161172,43229,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,-7.396,2,East,8525,Consumer,2018-03-16 0:00,Same Day,Ohio,Phones,USD44.37
Furniture,New York City,United States,AG-10525,Andy Gerbode,0.4,2016-09-07 0:00,CA-2016-164084,10011,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,-120.294,2,East,8630,Corporate,2016-09-12 0:00,Standard Class,New York,Tables,USD481.17
Technology,Akron,United States,SP-20650,Stephanie Phelps,0.4,2017-08-14 0:00,CA-2017-136770,44312,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,-56.3108,2,East,8691,Corporate,2017-08-18 0:00,Standard Class,Ohio,Phones,USD259.89
Technology,Akron,United States,SP-20650,Stephanie Phelps,0.4,2017-08-14 0:00,CA-2017-136770,44312,TEC-PH-10001530,Plantronics Voyager Pro Legend,-49.4376,2,East,8692,Corporate,2017-08-18 0:00,Standard Class,Ohio,Phones,USD247.18
Technology,Philadelphia,United States,MJ-17740,Max Jones,0.4,2018-12-08 0:00,US-2018-131961,19140,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,-20.997,2,East,8740,Consumer,2018-12-11 0:00,First Class,Pennsylvania,Phones,USD83.98
Technology,Philadelphia,United States,KT-16480,Kean Thornton,0.4,2015-05-08 0:00,CA-2015-116666,19134,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,239.996,5,East,8800,Consumer,2015-05-10 0:00,First Class,Pennsylvania,Copiers,USD1799.97
Technology,Philadelphia,United States,JF-15190,Jamie Frazer,0.4,2018-10-26 0:00,US-2018-110646,19134,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,19.775,5,East,8809,Consumer,2018-10-31 0:00,Standard Class,Pennsylvania,Phones,USD118.65
Technology,Lakewood,United States,ES-14080,Erin Smith,0.4,2018-12-02 0:00,CA-2018-157469,44107,TEC-PH-10004531,AT&T CL2909,-25.198,2,East,8971,Corporate,2018-12-07 0:00,Standard Class,Ohio,Phones,USD151.18
Technology,Philadelphia,United States,NS-18505,Neola Schneider,0.4,2018-01-19 0:00,CA-2018-153045,19140,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,-93.08,2,East,9116,Consumer,2018-01-24 0:00,Second Class,Pennsylvania,Phones,USD429.60
Technology,Philadelphia,United States,JH-16180,Justin Hirsh,0.4,2017-04-05 0:00,CA-2017-161907,19140,TEC-PH-10000141,Clearsounds A400,-27.7158,3,East,9316,Consumer,2017-04-09 0:00,Standard Class,Pennsylvania,Phones,USD118.78
Furniture,Troy,United States,CK-12325,Christine Kargatis,0.4,2018-02-17 0:00,CA-2018-109085,45373,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",-106.393,5,East,9344,Home Office,2018-02-20 0:00,First Class,Ohio,Tables,USD455.97
Technology,Troy,United States,CK-12325,Christine Kargatis,0.4,2018-02-17 0:00,CA-2018-109085,45373,TEC-PH-10000526,Vtech CS6719,-11.5188,1,East,9346,Home Office,2018-02-20 0:00,First Class,Ohio,Phones,USD57.59
Furniture,New York City,United States,JD-15895,Jonathan Doherty,0.4,2017-01-25 0:00,CA-2017-168046,10024,FUR-TA-10001095,Chromcraft Round Conference Tables,-99.3453,3,East,9359,Corporate,2017-01-28 0:00,Second Class,New York,Tables,USD313.72
Furniture,New York City,United States,NP-18700,Nora Preis,0.4,2017-08-12 0:00,CA-2017-105459,10024,FUR-TA-10001095,Chromcraft Round Conference Tables,-66.2302,2,East,9403,Consumer,2017-08-17 0:00,Second Class,New York,Tables,USD209.14
Technology,Philadelphia,United States,GM-14680,Greg Matthias,0.4,2018-07-31 0:00,CA-2018-126144,19134,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,-57.1152,4,East,9439,Consumer,2018-08-05 0:00,Standard Class,Pennsylvania,Phones,USD285.57
Furniture,New York City,United States,CD-12280,Christina DeMoss,0.4,2018-11-05 0:00,CA-2018-102925,10024,FUR-TA-10003469,Balt Split Level Computer Training Table,-66.6,2,East,9468,Consumer,2018-11-10 0:00,Second Class,New York,Tables,USD166.5
Technology,Bowling Green,United States,MS-17710,Maurice Satty,0.4,2016-08-24 0:00,CA-2016-123939,43402,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",4.0473,3,East,9517,Consumer,2016-08-26 0:00,Second Class,Ohio,Phones,USD26.98
Furniture,Rochester,United States,DM-13345,Denise Monton,0.4,2017-06-17 0:00,CA-2017-129861,14609,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,-213.5574,3,East,9604,Corporate,2017-06-23 0:00,Standard Class,New York,Tables,USD376.86
Technology,Bowling Green,United States,BS-11380,Bill Stewart,0.4,2018-11-16 0:00,CA-2018-160633,43402,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,74.9985,3,East,9618,Corporate,2018-11-21 0:00,Standard Class,Ohio,Copiers,USD899.98
Technology,Philadelphia,United States,FM-14290,Frank Merwin,0.4,2017-12-23 0:00,CA-2017-114867,19143,TEC-PH-10002645,LG G2,-374.9925,5,East,9674,Home Office,2017-12-28 0:00,Standard Class,Pennsylvania,Phones,USD1499.97
Technology,Toledo,United States,CS-12490,Cindy Schnelling,0.4,2016-01-12 0:00,CA-2016-128608,43615,TEC-PH-10004977,GE 30524EE4,-43.1178,2,East,9798,Corporate,2016-01-17 0:00,Standard Class,Ohio,Phones,USD235.18
Technology,Toledo,United States,CS-12490,Cindy Schnelling,0.4,2016-01-12 0:00,CA-2016-128608,43615,TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,2.6376,4,East,9799,Corporate,2016-01-17 0:00,Standard Class,Ohio,Phones,USD26.37
Technology,Toledo,United States,CS-12490,Cindy Schnelling,0.4,2016-01-12 0:00,CA-2016-128608,43615,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,-21.4236,3,East,9801,Corporate,2016-01-17 0:00,Standard Class,Ohio,Phones,USD107.11
Technology,Cleveland,United States,BE-11455,Brad Eason,0.4,2018-04-20 0:00,US-2018-166324,44105,TEC-PH-10004080,Avaya 5410 Digital phone,-24.4764,3,East,9879,Home Office,2018-04-21 0:00,First Class,Ohio,Phones,USD122.38
Furniture,Springfield,United States,MP-18175,Mike Pelletier,0.4,2015-03-28 0:00,US-2015-117380,45503,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,-143.2548,1,East,9900,Home Office,2015-04-03 0:00,Standard Class,Ohio,Tables,USD330.58
Furniture,Newark,United States,JE-15745,Joel Eaton,0.3,2016-11-21 0:00,US-2016-101511,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",-11.3372,7,East,178,Consumer,2016-11-23 0:00,Second Class,Ohio,Chairs,USD396.80
Furniture,Philadelphia,United States,PO-18850,Patrick O'Brill,0.3,2017-08-30 0:00,US-2017-141544,19143,FUR-CH-10003312,"Hon 2090 ""Pillow Soft"" Series Mid Back Swivel/Tilt Chairs",-258.5016,4,East,329,Consumer,2017-09-01 0:00,First Class,Pennsylvania,Chairs,USD786.74
Furniture,Franklin,United States,AR-10405,Allen Rosenblatt,0.3,2018-08-27 0:00,US-2018-134481,2038,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-297.6848,7,East,378,Corporate,2018-09-01 0:00,Standard Class,Massachusetts,Tables,USD1488.42
Furniture,Philadelphia,United States,CA-12775,Cynthia Arntzen,0.3,2015-06-28 0:00,CA-2015-140858,19140,FUR-CH-10001394,Global Leather Executive Chair,0,5,East,820,Consumer,2015-07-02 0:00,Standard Class,Pennsylvania,Chairs,USD1228.46
Furniture,Philadelphia,United States,SP-20620,Stefania Perrino,0.3,2018-09-09 0:00,US-2018-118087,19134,FUR-CH-10004860,Global Low Back Tilter Chair,-48.4704,2,East,1213,Corporate,2018-09-13 0:00,Standard Class,Pennsylvania,Chairs,USD141.37
Furniture,Columbus,United States,PK-19075,Pete Kriz,0.3,2017-09-24 0:00,US-2017-134488,43229,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,-13.3176,2,East,1314,Consumer,2017-10-01 0:00,Standard Class,Ohio,Chairs,USD155.37
Furniture,Vineland,United States,MB-18085,Mick Brown,0.3,2017-03-11 0:00,US-2017-128902,8360,FUR-TA-10001095,Chromcraft Round Conference Tables,-31.3722,2,East,1462,Consumer,2017-03-15 0:00,Standard Class,New Jersey,Tables,USD244.00
Furniture,Philadelphia,United States,AI-10855,Arianne Irving,0.3,2018-12-11 0:00,US-2018-160759,19120,FUR-CH-10002961,"Leather Task Chair, Black",-9.098,1,East,1516,Consumer,2018-12-17 0:00,Standard Class,Pennsylvania,Chairs,USD63.68
Furniture,Columbus,United States,MD-17350,Maribeth Dona,0.3,2018-05-08 0:00,CA-2018-149181,43229,FUR-CH-10004540,Global Chrome Stack Chair,-2.0568,2,East,1596,Consumer,2018-05-12 0:00,Standard Class,Ohio,Chairs,USD47.99
Furniture,Philadelphia,United States,CK-12595,Clytie Kelty,0.3,2016-07-11 0:00,CA-2016-142237,19134,FUR-CH-10003833,Novimex Fabric Task Chair,-73.176,8,East,2052,Consumer,2016-07-13 0:00,First Class,Pennsylvania,Chairs,USD341.48
Furniture,Wilmington,United States,MM-17260,Magdelene Morse,0.3,2018-07-15 0:00,CA-2018-166142,19805,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,-48.7839,3,East,2092,Consumer,2018-07-19 0:00,Standard Class,Delaware,Tables,USD310.44
Furniture,York,United States,TS-21160,Theresa Swint,0.3,2017-06-25 0:00,US-2017-152051,17403,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-18.0882,3,East,2146,Corporate,2017-06-29 0:00,Standard Class,Pennsylvania,Chairs,USD422.05
Furniture,Marion,United States,DK-13375,Dennis Kane,0.3,2016-12-06 0:00,CA-2016-131884,43302,FUR-CH-10004860,Global Low Back Tilter Chair,-24.2352,1,East,2224,Consumer,2016-12-06 0:00,Same Day,Ohio,Chairs,USD70.68
Furniture,Passaic,United States,AF-10870,Art Ferguson,0.3,2017-05-22 0:00,CA-2017-146934,7055,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,-19.9184,2,East,2442,Consumer,2017-05-27 0:00,Standard Class,New Jersey,Tables,USD174.28
Furniture,Philadelphia,United States,BD-11320,Bill Donatelli,0.3,2017-10-31 0:00,CA-2017-119165,19143,FUR-CH-10000988,Hon Olson Stacker Stools,-14.081,5,East,2448,Consumer,2017-11-06 0:00,Standard Class,Pennsylvania,Chairs,USD492.83
Furniture,Cleveland,United States,SV-20365,Seth Vernon,0.3,2016-01-27 0:00,CA-2016-168746,44105,FUR-CH-10000513,High-Back Leather Manager's Chair,-54.5958,2,East,2537,Consumer,2016-01-29 0:00,Second Class,Ohio,Chairs,USD181.98
Furniture,Franklin,United States,KT-16480,Kean Thornton,0.3,2015-05-12 0:00,CA-2015-155887,2038,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",-130.0104,3,East,2747,Consumer,2015-05-17 0:00,Standard Class,Massachusetts,Tables,USD700.05
Furniture,Philadelphia,United States,DV-13045,Darrin Van Huff,0.3,2018-12-04 0:00,CA-2018-139773,19143,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",-2.6936,7,East,2977,Corporate,2018-12-04 0:00,Same Day,Pennsylvania,Chairs,USD188.55
Furniture,Fairfield,United States,RC-19825,Roy Collins,0.3,2017-01-15 0:00,CA-2017-140746,6824,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",-15.5826,1,East,3236,Consumer,2017-01-15 0:00,Same Day,Connecticut,Tables,USD181.79
Furniture,Quincy,United States,TB-21055,Ted Butterfield,0.3,2017-08-27 0:00,CA-2017-145982,2169,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",20.967,1,East,3343,Consumer,2017-09-01 0:00,Second Class,Massachusetts,Tables,USD244.61
Furniture,Bristol,United States,CA-12310,Christine Abelman,0.3,2015-07-19 0:00,US-2015-150434,6010,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-4.032,1,East,3355,Corporate,2015-07-24 0:00,Standard Class,Connecticut,Tables,USD70.56
Furniture,Columbus,United States,LB-16795,Laurel Beltran,0.3,2015-04-23 0:00,US-2015-150119,43229,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-12.0588,2,East,3406,Home Office,2015-04-27 0:00,Standard Class,Ohio,Chairs,USD281.37
Furniture,Columbus,United States,LB-16795,Laurel Beltran,0.3,2015-04-23 0:00,US-2015-150119,43229,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-12.0588,2,East,3407,Home Office,2015-04-27 0:00,Standard Class,Ohio,Chairs,USD281.37
Furniture,Columbus,United States,SV-20365,Seth Vernon,0.3,2017-09-18 0:00,CA-2017-157511,43229,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-7.098,2,East,3543,Consumer,2017-09-20 0:00,First Class,Ohio,Chairs,USD99.37
Furniture,Philadelphia,United States,RB-19330,Randy Bradley,0.3,2015-11-17 0:00,CA-2015-159835,19143,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,-93.99,5,East,3603,Consumer,2015-11-24 0:00,Standard Class,Pennsylvania,Chairs,USD657.92
Furniture,Philadelphia,United States,ML-17410,Maris LaWare,0.3,2018-11-06 0:00,CA-2018-154109,19143,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",-30.9332,2,East,3675,Consumer,2018-11-11 0:00,Standard Class,Pennsylvania,Chairs,USD127.37
Furniture,Columbus,United States,MY-18295,Muhammed Yedwab,0.3,2015-11-24 0:00,CA-2015-105984,43229,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,-34.9176,3,East,3835,Corporate,2015-11-24 0:00,Same Day,Ohio,Chairs,USD611.05
Furniture,Chester,United States,AA-10645,Anna Andreadi,0.3,2015-06-22 0:00,CA-2015-154963,19013,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",-4.8588,3,East,4021,Consumer,2015-06-27 0:00,Standard Class,Pennsylvania,Chairs,USD170.05
Furniture,Chester,United States,AA-10645,Anna Andreadi,0.3,2015-06-22 0:00,CA-2015-154963,19013,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0,5,East,4023,Consumer,2015-06-27 0:00,Standard Class,Pennsylvania,Chairs,USD853.92
Furniture,Cranston,United States,AM-10705,Anne McFarland,0.3,2015-10-31 0:00,CA-2015-145387,2920,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",-60.6078,1,East,4210,Consumer,2015-11-02 0:00,Second Class,Rhode Island,Tables,USD385.68
Furniture,Philadelphia,United States,JL-15835,John Lee,0.3,2015-07-07 0:00,US-2015-138758,19120,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",-46.7362,2,East,4398,Consumer,2015-07-11 0:00,Standard Class,Pennsylvania,Chairs,USD172.18
Furniture,Philadelphia,United States,DJ-13510,Don Jones,0.3,2018-05-08 0:00,CA-2018-156895,19140,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",-23.7822,3,East,4471,Corporate,2018-05-12 0:00,Standard Class,Pennsylvania,Chairs,USD128.05
Furniture,Mentor,United States,MG-17680,Maureen Gastineau,0.3,2018-09-29 0:00,CA-2018-121300,44060,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",-15.4666,1,East,4472,Home Office,2018-09-29 0:00,Same Day,Ohio,Chairs,USD63.68
Furniture,Columbus,United States,JK-15730,Joe Kamberova,0.3,2015-12-01 0:00,CA-2015-150798,43229,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,-51.984,6,East,4495,Consumer,2015-12-03 0:00,Second Class,Ohio,Chairs,USD909.72
Furniture,Providence,United States,ES-14080,Erin Smith,0.3,2016-02-27 0:00,CA-2016-104129,2908,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-28.224,7,East,4541,Corporate,2016-03-02 0:00,Standard Class,Rhode Island,Tables,USD493.92
Furniture,Philadelphia,United States,SV-20785,Stewart Visinsky,0.3,2016-05-03 0:00,CA-2016-112130,19140,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-36.1764,6,East,4662,Consumer,2016-05-07 0:00,Standard Class,Pennsylvania,Chairs,USD844.11
Furniture,Philadelphia,United States,EB-14110,Eugene Barchas,0.3,2017-11-14 0:00,CA-2017-121370,19134,FUR-CH-10000785,Global Ergonomic Managers Chair,-21.7176,3,East,4812,Consumer,2017-11-19 0:00,Second Class,Pennsylvania,Chairs,USD380.05
Furniture,Columbus,United States,CK-12205,Chloris Kastensmidt,0.3,2017-11-21 0:00,CA-2017-140018,43229,FUR-CH-10003817,"Global Value Steno Chair, Gray",-9.111,3,East,4825,Consumer,2017-11-26 0:00,Standard Class,Ohio,Chairs,USD127.55
Furniture,Parma,United States,AC-10660,Anna Chung,0.3,2015-10-15 0:00,US-2015-122021,44134,FUR-CH-10003761,Global Italian Leather Office Chair,-7.8588,2,East,4898,Consumer,2015-10-17 0:00,First Class,Ohio,Chairs,USD183.37
Furniture,Wilmington,United States,TS-21370,Todd Sumrall,0.3,2016-07-11 0:00,CA-2016-136469,19805,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-37.1124,4,East,5039,Corporate,2016-07-12 0:00,First Class,Delaware,Tables,USD199.83
Furniture,Bethlehem,United States,AH-10195,Alan Haines,0.3,2016-03-05 0:00,CA-2016-125185,18018,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-7.098,2,East,5255,Corporate,2016-03-07 0:00,Second Class,Pennsylvania,Chairs,USD99.37
Furniture,Philadelphia,United States,MS-17980,Michael Stewart,0.3,2018-12-04 0:00,CA-2018-117667,19134,FUR-CH-10004540,Global Chrome Stack Chair,-10.284,10,East,5518,Corporate,2018-12-09 0:00,Standard Class,Pennsylvania,Chairs,USD239.96
Furniture,Columbus,United States,NS-18640,Noel Staavos,0.3,2017-12-11 0:00,CA-2017-162187,43229,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-137.529,5,East,5996,Corporate,2017-12-11 0:00,Same Day,Ohio,Chairs,USD458.43
Furniture,Parma,United States,SP-20920,Susan Pistek,0.3,2017-11-12 0:00,CA-2017-124590,44134,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",-21.0686,7,East,6111,Consumer,2017-11-16 0:00,Standard Class,Ohio,Chairs,USD1474.80
Furniture,Parma,United States,SP-20920,Susan Pistek,0.3,2017-11-12 0:00,CA-2017-124590,44134,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0,9,East,6114,Consumer,2017-11-16 0:00,Standard Class,Ohio,Chairs,USD1537.07
Furniture,Parma,United States,SP-20920,Susan Pistek,0.3,2017-11-12 0:00,CA-2017-124590,44134,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,-12.8392,2,East,6115,Consumer,2017-11-16 0:00,Standard Class,Ohio,Chairs,USD449.37
Furniture,Lawrence,United States,CT-11995,Carol Triggs,0.3,2015-05-07 0:00,CA-2015-166086,1841,FUR-TA-10003469,Balt Split Level Computer Training Table,-38.85,2,East,6564,Consumer,2015-05-12 0:00,Standard Class,Massachusetts,Tables,USD194.25
Furniture,Philadelphia,United States,PS-18760,Pamela Stobb,0.3,2018-09-14 0:00,CA-2018-156237,19140,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,-29.1528,2,East,6812,Consumer,2018-09-15 0:00,First Class,Pennsylvania,Chairs,USD113.37
Furniture,Springfield,United States,KN-16390,Katherine Nockton,0.3,2016-08-21 0:00,CA-2016-154823,45503,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,-42.747,3,East,7009,Corporate,2016-08-25 0:00,Standard Class,Ohio,Chairs,USD598.45
Furniture,Philadelphia,United States,SV-20365,Seth Vernon,0.3,2018-07-18 0:00,US-2018-165358,19134,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-14.196,4,East,7044,Consumer,2018-07-23 0:00,Standard Class,Pennsylvania,Chairs,USD198.74
Furniture,Newark,United States,KH-16330,Katharine Harms,0.3,2018-06-19 0:00,CA-2018-128944,43055,FUR-CH-10000785,Global Ergonomic Managers Chair,-43.4352,6,East,7105,Corporate,2018-06-21 0:00,Second Class,Ohio,Chairs,USD760.11
Furniture,Philadelphia,United States,TP-21415,Tom Prescott,0.3,2018-08-17 0:00,CA-2018-118892,19134,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,-630.882,9,East,7244,Consumer,2018-08-22 0:00,Second Class,Pennsylvania,Chairs,USD4416.17
Furniture,Philadelphia,United States,DS-13180,David Smith,0.3,2017-11-28 0:00,CA-2017-127243,19140,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-24.843,7,East,7368,Corporate,2017-12-04 0:00,Standard Class,Pennsylvania,Chairs,USD347.80
